policy,seed,fleet,chargers,sites,battery_kwh,sample_frac,requests,service_rate,lost_rate,wait_mean_min,wait_p50_min,wait_p95_min,trips_per_vehicle_day,util_with_rider,share_charging_or_queued,share_idle,empty_km_share,charge_km_per_vehicle_day,sessions_per_vehicle_day,queue_wait_mean_min,queue_wait_p95_min,grid_mwh_per_day,energy_cost_usd_per_day,avg_price_usd_mwh,peak_charging_mw,depletions,energy_residual_kwh,runtime_s,events,label
threshold_100,4,550,36,6,40.0,0.2,148727,0.9196379944462001,0.08036200555379991,6.964054399080574,7.275327178560838,9.83226166258595,35.52597402597403,0.34226460341015114,0.03666566084114349,0.460805270688139,0.3110703672257194,1.6797957725317987,0.7353246753246754,30.466594829152356,184.70153122057891,14.274199422503134,487.3485770271989,34.141920159732294,2.2167033851263693,0,-8.214010449592024e-08,10.437909542000853,572842,E1_main
threshold_100,5,550,36,6,40.0,0.2,148738,0.9132837607067461,0.08671623929325391,6.929671183611054,7.215948109954601,9.83454895453256,35.28311688311688,0.33910035733618193,0.03935390859893938,0.46322765195980997,0.30939441257445377,1.6090251611605384,0.731948051948052,36.43668139971531,188.0835859995031,14.17406531973971,481.67136109819904,33.98258370006188,2.1687558635311572,0,-8.280767360702157e-08,10.439781749999383,569779,E1_main
threshold_100,6,550,36,6,40.0,0.2,148974,0.9088834293232376,0.09111657067676239,7.064655441147407,7.468812977081688,9.846854224473864,35.16883116883117,0.3379543375536998,0.03280016666864893,0.47106121316295413,0.3105892885851435,1.7635618865769107,0.7358441558441559,19.265374711917058,166.57291515564066,14.222129249434877,477.1148805993297,33.547359346230664,2.211131314085215,0,-8.263668860308826e-08,10.705141500016907,574629,E1_main
threshold_100,7,550,36,6,40.0,0.2,149241,0.9168794098136571,0.0831205901863429,7.0365208617714154,7.426734731977194,9.841597789263325,35.54181818181818,0.34290381232651435,0.03131386916888297,0.4658074004792055,0.31113381998678463,1.7878762305457123,0.7454545454545454,13.915951278049683,60.40988918965433,14.392066169664748,491.04460845832426,34.119118316266245,2.266887426401563,0,-7.994640327524394e-08,10.317198499978986,577099,E1_main
threshold_100,8,550,36,6,40.0,0.2,148645,0.9203605906690437,0.0796394093309563,7.005253371837602,7.360934013747222,9.836661515356488,35.534285714285716,0.3424706078509298,0.03443433152591756,0.4628418248845913,0.31063015417940665,1.7846787483199678,0.7374025974025974,20.50915233088221,110.49801687873239,14.285701396153613,484.8411907157202,33.93891397213877,2.245407259336452,0,-8.02028807811439e-08,10.51868187499349,575170,E1_main
threshold_100,9,550,36,6,40.0,0.2,149595,0.9020756041311541,0.09792439586884588,7.092046523252814,7.51967810595282,9.849937097086634,35.05090909090909,0.33784716061228304,0.03282039187510744,0.4725077812279405,0.3088320333638945,1.7250913846347908,0.7327272727272727,22.232296636675837,156.88436321465028,14.191730606839545,479.23970929705683,33.768940700304206,2.1573425436129505,0,-8.759525371715426e-08,10.79413024999667,575639,E1_main
queue_aware,0,550,36,6,40.0,0.2,132949,0.9730197293699088,0.026980270630091237,6.439588450604153,6.322971950364687,9.705138224510932,33.60051948051948,0.3066623372652595,0.023286959069914608,0.5142590928423347,0.3171467841053222,2.504150182624991,1.0522077922077921,3.8857803940859563,23.85432245463744,15.52238584923086,791.4346189283359,50.98666059557795,3.1519140073330445,0,-1.109801814891398e-07,10.115430667006876,514596,E0_validation
queue_aware,1,550,36,6,40.0,0.2,133220,0.9725416604113496,0.027458339588650352,6.316706231156729,6.123174088360974,9.666063552360768,33.65246753246753,0.3064993653818723,0.026884480092621094,0.5108345911270976,0.31846606420246476,2.5953353280177773,1.0651948051948052,8.121937992156257,45.62766409412143,15.72618723538584,803.9844752544458,51.12392871969517,3.18560013871132,0,-1.0979783837683499e-07,10.109689333010465,509028,E0_validation
queue_aware,2,550,36,6,40.0,0.2,132937,0.9750031970030917,0.02499680299690831,6.26972510424818,6.033433826718344,9.646788152475008,33.66597402597402,0.30790418889878807,0.031839662743237664,0.5053406902208922,0.3154216792843586,2.548990664582638,1.0597402597402596,15.15636142753627,73.89472851180903,15.668825623295927,803.532691125989,51.282253721129,3.1413071618704183,0,-1.0761323210317641e-07,9.929067165998276,507532,E0_validation
queue_aware,0,550,36,6,40.0,0.2,149106,0.9329537376094859,0.06704626239051413,6.782501078158616,6.9200863042710505,9.809431937648721,36.132207792207794,0.3478952621815765,0.02389982043683798,0.46448484409888874,0.3152008212710512,2.450803663744135,1.0187012987012987,5.772242731192316,33.05050340468811,14.989368791819894,556.2985109113436,37.11287103796731,3.1762516261967857,0,-7.88022589404136e-08,10.892707749997498,573797,E1_main
queue_aware,1,550,36,6,40.0,0.2,149094,0.9304063208445679,0.06959367915543214,6.8534549766738975,7.065941317829614,9.819346022200358,36.03064935064935,0.3466766006160843,0.021896576923529625,0.46815943098496254,0.3152833756484607,2.4818102299139824,1.0361038961038962,2.5017420852346777,14.351009451056012,15.2381421119986,543.1281124188224,35.64267273706289,3.1228297376034195,0,-8.023380360100418e-08,10.648067875008564,575657,E1_main
queue_aware,2,550,36,6,40.0,0.2,148774,0.9334561146436877,0.06654388535631225,6.846427747672074,7.065499276730407,9.815130116324728,36.07116883116883,0.3479892464243249,0.021237570595621896,0.4669113779132499,0.314869489310639,2.45667546712703,1.0301298701298702,1.7698516510573432,10.660768172980655,15.150544623675918,529.2721945217519,34.934202543098856,3.141887535383952,0,-7.900234777480364e-08,10.424631917005172,575325,E1_main
